variable,correlacion,sujetos,descripcion,descripcion_corta
head.rotation.y,0.9788806085339812,5,head.rotation.y,head.rotation.y
head.rotation.z,0.9827484330863344,5,head.rotation.z,head.rotation.z
hips.position.x,0.9484696702961732,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
hips.position.y,0.364060421696293,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
hips.position.z,0.9951187917820586,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
hips.rotation.w,0.995553835290575,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
hips.rotation.x,0.8912745625772065,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
hips.rotation.y,0.9786409988401502,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
hips.rotation.z,0.7327303195196763,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
left_foot.contact,0.9279790367011442,5,contacto (contact): Indicador (0/1) de si la parte está en contacto con el suelo.,contacto (contact): Indicador (0/1) de si la parte está en contacto con el suelo.
left_foot.position.x,0.9686304092595611,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
left_foot.position.y,0.7384754717072941,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
left_foot.position.z,0.995593738928144,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
left_foot.rotation.w,0.9952621448359193,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
left_foot.rotation.x,0.9583967592026207,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
left_foot.rotation.y,0.9711665570190053,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
left_foot.rotation.z,0.8959418390290427,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
left_hand.position.x,0.969043351022991,5,left_hand.position.x,left_hand.position.x
left_hand.position.y,0.5491799604478456,5,left_hand.position.y,left_hand.position.y
left_hand.position.z,0.9987231758799966,5,left_hand.position.z,left_hand.position.z
left_hand.rotation.w,0.9971924663957683,5,left_hand.rotation.w,left_hand.rotation.w
left_hand.rotation.x,0.7358664749213255,5,left_hand.rotation.x,left_hand.rotation.x
left_hand.rotation.y,0.9161705559969507,5,left_hand.rotation.y,left_hand.rotation.y
left_hand.rotation.z,0.9276380732022506,5,left_hand.rotation.z,left_hand.rotation.z
left_lower_arm.position.x,0.975762030800936,5,left_lower_arm.position.x,left_lower_arm.position.x
left_lower_arm.position.y,0.44430660658749715,5,left_lower_arm.position.y,left_lower_arm.position.y
left_lower_arm.position.z,0.998049137538686,5,left_lower_arm.position.z,left_lower_arm.position.z
left_lower_arm.rotation.w,0.9976508066895521,5,left_lower_arm.rotation.w,left_lower_arm.rotation.w
left_lower_arm.rotation.x,0.7293105322236609,5,left_lower_arm.rotation.x,left_lower_arm.rotation.x
left_lower_arm.rotation.y,0.9225904159222351,5,left_lower_arm.rotation.y,left_lower_arm.rotation.y
left_lower_arm.rotation.z,0.7026407202198485,5,left_lower_arm.rotation.z,left_lower_arm.rotation.z
left_lower_leg.position.x,0.9795934671105773,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
left_lower_leg.position.y,0.8532191225813702,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
left_lower_leg.position.z,0.9987264791473732,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
left_lower_leg.rotation.w,0.9924789631108809,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
left_lower_leg.rotation.x,0.10104274393026784,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
left_lower_leg.rotation.y,0.9256011215443293,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
left_lower_leg.rotation.z,0.9299850596019034,5,left_lower_leg.rotation.z,left_lower_leg.rotation.z
left_shoulder.position.x,0.9608411904185385,5,left_shoulder.position.x,left_shoulder.position.x
left_shoulder.position.y,0.40984136736121,5,left_shoulder.position.y,left_shoulder.position.y
left_shoulder.position.z,0.9992438069433328,5,left_shoulder.position.z,left_shoulder.position.z
left_shoulder.rotation.w,0.982949081970991,5,left_shoulder.rotation.w,left_shoulder.rotation.w
left_shoulder.rotation.x,0.5458895613159129,5,left_shoulder.rotation.x,left_shoulder.rotation.x
left_shoulder.rotation.y,0.9791296090325198,5,left_shoulder.rotation.y,left_shoulder.rotation.y
left_shoulder.rotation.z,0.9863978399619567,5,left_shoulder.rotation.z,left_shoulder.rotation.z
left_upper_arm.position.x,0.9872844915552254,5,left_upper_arm.position.x,left_upper_arm.position.x
left_upper_arm.position.y,0.4325999143470439,5,left_upper_arm.position.y,left_upper_arm.position.y
left_upper_arm.position.z,0.9957691288191124,5,left_upper_arm.position.z,left_upper_arm.position.z
left_upper_arm.rotation.w,0.9840641596759988,5,left_upper_arm.rotation.w,left_upper_arm.rotation.w
left_upper_arm.rotation.x,0.8581355338835867,5,left_upper_arm.rotation.x,left_upper_arm.rotation.x
left_upper_arm.rotation.y,0.9315708766246452,5,left_upper_arm.rotation.y,left_upper_arm.rotation.y
left_upper_arm.rotation.z,0.9351221017546187,5,left_upper_arm.rotation.z,left_upper_arm.rotation.z
left_upper_leg.position.x,0.9530151533733279,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
left_upper_leg.position.y,0.22510042920059511,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
left_upper_leg.position.z,0.9900804331705169,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
left_upper_leg.rotation.w,0.9784936525294602,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
left_upper_leg.rotation.x,0.7955855729041886,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
left_upper_leg.rotation.y,0.9451493734396521,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
left_upper_leg.rotation.z,0.9343242532170867,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
mass_center.x,,5,desconocido (unknown): Descripción no definida; revisa.,desconocido (unknown): Descripción no definida; revisa.
mass_center.y,,5,desconocido (unknown): Descripción no definida; revisa.,desconocido (unknown): Descripción no definida; revisa.
mass_center.z,,5,desconocido (unknown): Descripción no definida; revisa.,desconocido (unknown): Descripción no definida; revisa.
neck.position.x,0.9616754075149949,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
neck.position.y,0.4240295375404381,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
neck.position.z,0.9991861120678589,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
neck.rotation.w,0.9941191746725428,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
neck.rotation.x,0.592594619398857,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
neck.rotation.y,0.9788806085339812,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
neck.rotation.z,0.9827484330863344,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
right_foot.contact,0.9878562457385371,5,contacto (contact): Indicador (0/1) de si la parte está en contacto con el suelo.,contacto (contact): Indicador (0/1) de si la parte está en contacto con el suelo.
right_foot.position.x,0.9121420199535435,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
right_foot.position.y,0.8904225384640871,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
right_foot.position.z,0.9967478221079177,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
right_foot.rotation.w,0.9865964005384383,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
right_foot.rotation.x,0.9923161846100848,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
right_foot.rotation.y,0.9585971807152517,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
right_foot.rotation.z,0.7894132599088258,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
right_hand.position.x,0.9312748759982941,5,right_hand.position.x,right_hand.position.x
right_hand.position.y,0.60901663773242,5,right_hand.position.y,right_hand.position.y
right_hand.position.z,0.9933040129085577,5,right_hand.position.z,right_hand.position.z
right_hand.rotation.w,0.9009087845502313,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
right_hand.rotation.x,0.9862047264993415,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
right_hand.rotation.y,0.9751357697458429,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
right_hand.rotation.z,0.9496317820018635,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
right_lower_arm.position.x,0.9466767142869358,5,right_lower_arm.position.x,right_lower_arm.position.x
right_lower_arm.position.y,0.528256707348455,5,right_lower_arm.position.y,right_lower_arm.position.y
right_lower_arm.position.z,0.995076027895098,5,right_lower_arm.position.z,right_lower_arm.position.z
right_lower_arm.rotation.w,0.914269316041952,5,right_lower_arm.rotation.w,right_lower_arm.rotation.w
right_lower_arm.rotation.x,0.9643126320787876,5,right_lower_arm.rotation.x,right_lower_arm.rotation.x
right_lower_arm.rotation.y,0.9754297199586052,5,right_lower_arm.rotation.y,right_lower_arm.rotation.y
right_lower_arm.rotation.z,0.9341064165038401,5,right_lower_arm.rotation.z,right_lower_arm.rotation.z
right_lower_leg.position.x,0.9318654568798923,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
right_lower_leg.position.y,0.8177816990824552,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
right_lower_leg.position.z,0.9955448912956215,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
right_lower_leg.rotation.w,0.9941937417215221,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
right_lower_leg.rotation.x,0.8727781394756587,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
right_lower_leg.rotation.y,0.9759890786383428,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
right_lower_leg.rotation.z,0.9547108827884108,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
right_shoulder.position.x,0.9608411904185385,5,right_shoulder.position.x,right_shoulder.position.x
right_shoulder.position.y,0.40984136736121,5,right_shoulder.position.y,right_shoulder.position.y
right_shoulder.position.z,0.9992438069433328,5,right_shoulder.position.z,right_shoulder.position.z
right_shoulder.rotation.w,0.9938601524929179,5,right_shoulder.rotation.w,right_shoulder.rotation.w
right_shoulder.rotation.x,0.8348262041865318,5,right_shoulder.rotation.x,right_shoulder.rotation.x
right_shoulder.rotation.y,0.9783346398797239,5,right_shoulder.rotation.y,right_shoulder.rotation.y
right_shoulder.rotation.z,0.9785768400735597,5,right_shoulder.rotation.z,right_shoulder.rotation.z
right_upper_arm.position.x,0.9711009474518831,5,right_upper_arm.position.x,right_upper_arm.position.x
right_upper_arm.position.y,0.5319628431871737,5,right_upper_arm.position.y,right_upper_arm.position.y
right_upper_arm.position.z,0.9934989365119445,5,right_upper_arm.position.z,right_upper_arm.position.z
right_upper_arm.rotation.w,0.9538947516055093,5,right_upper_arm.rotation.w,right_upper_arm.rotation.w
right_upper_arm.rotation.x,0.627568751548894,5,right_upper_arm.rotation.x,right_upper_arm.rotation.x
right_upper_arm.rotation.y,0.9548175560944668,5,right_upper_arm.rotation.y,right_upper_arm.rotation.y
right_upper_arm.rotation.z,0.9706637479060474,5,right_upper_arm.rotation.z,right_upper_arm.rotation.z
right_upper_leg.position.x,0.9474077535227226,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
right_upper_leg.position.y,0.2474548981375029,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
right_upper_leg.position.z,0.9968461502436712,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
right_upper_leg.rotation.w,0.995000590787457,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
right_upper_leg.rotation.x,0.7150499372363329,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
right_upper_leg.rotation.y,0.974836225267147,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
right_upper_leg.rotation.z,0.9650809723639736,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
root.position.x,0.9484696702961732,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
root.position.y,0.364060421696293,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
root.position.z,0.9951187917820586,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
root.rotation.w,0.995553835290575,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
root.rotation.x,0.8912745625772065,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
root.rotation.y,0.9786409988401502,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
root.rotation.z,0.7327303195196763,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
spine.position.x,0.946371319516764,5,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).,posición X (position X): Coordenada X en metros: izquierda (-) a derecha (+).
spine.position.y,0.12404472690307233,5,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).,posición Y (position Y): Coordenada Y en metros: abajo (-) a arriba (+).
spine.position.z,0.9888174822196172,5,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).,posición Z (position Z): Coordenada Z en metros: atrás (-) a adelante (+).
spine.rotation.w,0.9952687001542802,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
spine.rotation.x,0.8791600040669342,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
spine.rotation.y,0.9798739525887747,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
spine.rotation.z,0.9830056133386383,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
upper_spine.position.x,0.9550249361337715,5,upper_spine.position.x,upper_spine.position.x
upper_spine.position.y,0.2987003217349582,5,upper_spine.position.y,upper_spine.position.y
upper_spine.position.z,0.9972934672534259,5,upper_spine.position.z,upper_spine.position.z
upper_spine.rotation.w,0.9941191746725428,5,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.,rotación W (rotation W): Componente W (escalar) del cuaternión de orientación.
upper_spine.rotation.x,0.592594619398857,5,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.,rotación X (rotation X): Componente X (vectorial) del cuaternión de orientación.
upper_spine.rotation.y,0.9788806085339812,5,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.,rotación Y (rotation Y): Componente Y (vectorial) del cuaternión de orientación.
upper_spine.rotation.z,0.9827484330863344,5,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.,rotación Z (rotation Z): Componente Z (vectorial) del cuaternión de orientación.
